number,SameDayTime-case_avg,SameDayTime-case_avg_id,variant_id,TimeSincePreviousEvent-case_avg_id,Duration_id,TimeSinceCaseStarted-case_avg_id,Weekday-case_avg
INC0000223,36846,10,206,0,0,0,1
INC0000228,55740,15,3,0,0,0,0
INC0000230,50472,14,1022,0,1,0,0
INC0000232,52440,14,457,0,1,0,3
INC0000236,47655,13,3,0,0,0,0
INC0000237,50025,13,5,0,0,0,1
INC0000246,43847,12,1023,0,0,0,4
INC0000250,55588,15,1024,0,1,0,4
INC0000253,44091,12,15,0,0,0,1
INC0000257,65625,18,3,0,0,0,0
INC0000259,47940,13,1025,0,0,0,1
INC0000260,52820,14,1,0,0,0,0
INC0000261,52365,14,1026,0,0,0,0
INC0000262,45412,12,240,0,0,0,2
INC0000265,58898,16,29,0,0,0,0
INC0000266,58420,16,1027,0,0,0,4
INC0000268,44513,12,1028,0,1,0,2
INC0000269,49500,13,2,0,0,0,0
INC0000272,52220,14,129,0,1,0,1
INC0000273,56540,15,18,0,0,0,0
INC0000278,52300,14,18,0,0,0,0
INC0000279,15870,4,3,0,0,0,0
INC0000280,44400,12,1051,0,1,0,3
INC0000282,48030,13,5,0,0,0,0
INC0000283,45760,12,54,0,0,0,0
INC0000284,43020,11,53,0,0,0,2
INC0000285,11460,3,10,0,0,0,0
INC0000286,56640,15,9,0,0,0,3
INC0000290,52170,14,2,0,0,0,0
INC0000292,42150,11,131,0,0,0,0
INC0000294,45714,12,1049,0,1,0,2
INC0000295,48216,13,30,0,0,0,2
INC0000297,50150,13,48,0,0,0,1
INC0000298,38256,10,42,9,16,15,0
INC0000301,47126,13,461,0,0,0,0
INC0000302,50569,14,1041,0,1,0,3
INC0000303,59708,16,1048,0,1,0,0
INC0000304,56350,15,63,0,0,0,1
INC0000305,57864,16,455,0,0,0,0
INC0000306,58770,16,3,0,0,0,0
INC0000307,53136,14,42,10,17,16,0
INC0000310,51240,14,20,0,0,0,0
INC0000315,46230,12,11,0,1,0,1
INC0000317,50740,14,70,1,3,2,0
INC0000318,48050,13,991,0,1,1,0
INC0000319,53268,14,19,0,0,0,2
INC0000323,53550,14,2,0,0,0,0
INC0000324,47508,13,33,3,6,4,0
INC0000325,51870,14,20,1,1,0,0
INC0000329,49144,13,992,0,1,0,2
INC0000330,52932,14,42,0,1,1,0
INC0000332,44576,12,993,0,1,0,1
INC0000333,41680,11,37,3,3,3,0
INC0000336,61875,17,87,1,1,1,3
INC0000337,48740,13,37,5,5,5,0
INC0000338,52572,14,867,1,2,2,1
INC0000339,58340,16,1,0,0,0,0
INC0000341,49080,13,994,3,9,6,0
INC0000343,44856,12,42,10,17,13,0
INC0000345,41927,11,44,0,0,0,1
INC0000346,42180,11,42,2,3,3,0
INC0000347,42840,11,170,0,0,0,2
INC0000348,46611,12,864,1,3,2,0
INC0000351,57615,16,20,1,1,1,0
INC0000352,58410,16,2,0,0,0,0
INC0000353,56610,15,2,0,0,0,0
INC0000355,49320,13,133,0,0,0,2
INC0000356,47293,13,44,0,1,0,0
INC0000357,54940,15,70,0,0,0,1
INC0000358,56966,15,995,0,0,0,0
INC0000359,45553,12,252,2,8,7,0
INC0000361,56198,15,996,0,1,0,1
INC0000363,55980,15,33,1,1,1,0
INC0000369,42860,11,1,0,0,0,0
INC0000370,34980,9,229,0,0,0,1
INC0000371,59490,16,70,0,1,1,0
INC0000372,36000,10,5,0,0,0,4
INC0000373,62184,17,997,0,1,0,0
INC0000374,58875,16,4,0,0,0,0
INC0000375,56631,15,153,2,4,4,0
INC0000376,53055,14,3,1,1,0,0
INC0000377,59910,16,5,0,0,0,0
INC0000378,48915,13,20,1,2,1,0
INC0000379,57660,16,0,4,4,2,0
INC0000384,37035,10,5,0,0,0,3
INC0000385,49518,13,820,0,1,1,0
INC0000387,49467,13,253,0,1,0,1
INC0000388,60026,16,1018,0,1,0,0
INC0000392,49850,13,14,0,0,0,0
INC0000393,40830,11,4,0,0,0,1
INC0000395,56975,15,990,0,0,0,2
INC0000396,53963,14,1019,0,1,0,2
INC0000398,44560,12,0,0,0,0,0
INC0000399,63810,17,2,0,0,0,0
INC0000400,56797,15,632,0,1,0,0
INC0000401,47254,13,15,0,0,0,1
INC0000403,54423,15,1020,0,1,0,0
INC0000405,41160,11,4,0,0,0,0
INC0000418,50784,14,497,0,1,1,1
INC0000419,54984,15,8,0,1,1,0
INC0000425,78100,21,1,0,0,0,0
INC0000433,74025,20,47,0,1,0,0
INC0000434,78240,21,3,0,0,0,0
INC0000439,57060,15,20,0,0,0,0
INC0000440,67570,18,10,0,0,0,1
INC0000441,53693,14,1040,0,1,0,1
INC0000455,64290,17,3,0,0,0,0
INC0000458,59010,16,1042,0,1,1,2
INC0000464,44760,12,8,0,1,1,1
INC0000467,37189,10,1043,0,2,1,1
INC0000468,28880,8,99,0,0,0,1
INC0000469,30420,8,16,0,0,0,2
INC0000473,41400,11,4,1,1,1,1
INC0000477,28093,7,205,0,0,0,1
INC0000480,20243,5,321,0,0,0,1
INC0000486,15410,4,18,0,0,0,1
INC0000491,20460,5,3,0,0,0,1
INC0000493,45115,12,505,0,1,0,3
INC0000494,34011,9,508,0,0,0,1
INC0000497,48347,13,1044,0,0,0,2
INC0000499,32572,9,607,0,0,0,1
INC0000500,36310,10,1045,0,0,0,1
INC0000503,47480,13,10,0,0,0,2
INC0000504,38460,10,10,0,0,0,2
INC0000505,39737,11,21,0,0,0,1
INC0000508,53130,14,184,0,1,1,1
INC0000509,47957,13,207,0,0,0,3
INC0000510,42257,11,21,0,0,0,1
INC0000511,45420,12,8,0,1,1,1
INC0000512,33420,9,5,0,0,0,1
INC0000513,47520,13,7,0,0,0,3
INC0000516,35976,9,6,0,0,0,1
INC0000517,41498,11,1046,0,3,1,1
INC0000519,37150,10,11,0,0,0,2
INC0000520,38250,10,10,0,0,0,3
INC0000521,31125,8,5,0,0,0,1
INC0000524,50829,14,1047,0,1,0,5
INC0000525,49590,13,149,0,0,0,4
INC0000526,31040,8,0,0,0,0,0
INC0000527,51636,14,19,0,0,0,1
INC0000528,40740,11,11,0,0,0,1
INC0000530,33500,9,1,0,0,0,1
INC0000532,39140,10,537,0,0,0,1
INC0000534,42405,11,124,0,0,0,1
INC0000535,12615,3,3,0,0,0,2
INC0000536,42372,11,287,0,0,0,3
INC0000537,34480,9,1,0,0,0,1
INC0000538,44610,12,4,0,0,0,2
INC0000539,40474,11,1021,0,0,0,2
INC0000540,34720,9,0,0,0,0,1
INC0000541,41294,11,1029,0,1,0,2
INC0000543,47640,13,117,0,0,0,1
INC0000544,42300,11,133,0,0,0,1
INC0000545,34260,9,1,0,0,0,1
INC0000547,46530,12,49,0,1,0,1
INC0000548,39250,10,1031,0,0,0,4
INC0000549,39420,10,917,0,0,0,1
INC0000550,49485,13,196,0,0,0,2
INC0000552,38536,10,211,0,0,0,2
INC0000553,45163,12,32,0,1,0,4
INC0000554,42084,11,8,0,0,0,1
INC0000557,50715,14,3,0,0,0,1
INC0000558,43454,12,932,0,1,1,1
INC0000559,38144,10,933,0,0,0,2
INC0000561,45382,12,47,0,1,0,1
INC0000564,49416,13,101,0,0,0,3
INC0000565,42883,11,15,0,0,0,3
INC0000566,39372,10,42,2,4,1,4
INC0000568,44420,12,851,0,0,0,2
INC0000569,42592,11,208,0,1,0,1
INC0000570,36480,10,172,0,1,1,0
INC0000571,41740,11,13,0,0,0,1
INC0000572,49785,13,934,0,3,1,1
INC0000574,57386,15,122,0,1,0,1
INC0000576,49830,13,13,0,0,0,3
INC0000577,47008,13,935,0,1,0,3
INC0000579,43474,12,936,0,0,0,3
INC0000582,32520,9,1,0,0,0,0
INC0000583,57630,16,3,0,0,0,1
INC0000587,38100,10,2,0,0,0,1
INC0000588,38205,10,3,0,0,0,1
INC0000590,46230,12,424,0,0,0,3
INC0000591,44726,12,919,0,1,1,1
INC0000592,47510,13,855,0,0,0,1
INC0000594,46610,12,918,0,1,0,1
INC0000595,54727,15,856,0,1,0,3
INC0000596,39351,10,71,0,0,0,1
INC0000597,42642,11,144,0,0,0,1
INC0000598,58760,16,48,0,0,0,3
INC0000599,55287,15,916,0,1,0,1
INC0000600,45132,12,8,0,0,0,2
INC0000602,47946,13,248,0,1,0,2
INC0000603,51210,14,29,0,0,0,1
INC0000604,38880,10,2,0,0,0,1
INC0000605,52184,14,901,0,1,0,0
INC0000606,53790,14,365,0,1,0,3
INC0000607,41384,11,902,0,0,0,2
INC0000609,48078,13,903,0,1,0,3
INC0000610,34570,9,10,0,0,0,2
INC0000611,39283,10,52,0,0,0,2
INC0000612,38740,10,11,0,0,0,2
INC0000613,34870,9,10,0,0,0,2
INC0000614,47027,13,65,0,0,0,2
INC0000615,42090,11,3,0,0,0,1
INC0000617,35528,9,29,0,0,0,2
INC0000618,48500,13,1,0,0,0,1
INC0000619,45218,12,49,0,0,0,1
INC0000620,47232,13,7,0,0,0,3
INC0000621,38220,10,27,0,0,0,1
INC0000622,36763,10,21,0,0,0,2
INC0000623,49590,13,10,0,1,1,4
INC0000624,49065,13,12,0,0,0,1
INC0000625,48978,13,904,0,1,0,1
INC0000627,45060,12,7,0,1,0,0
INC0000628,53832,14,23,0,0,0,1
INC0000630,34932,9,8,0,0,0,2
INC0000631,46440,12,3,0,0,0,1
INC0000632,46310,12,727,0,1,0,0
INC0000633,39130,10,617,0,0,0,1
INC0000634,55770,15,3,0,0,0,1
INC0000637,42500,11,905,0,0,0,1
INC0000638,44070,12,238,0,0,0,1
INC0000644,53093,14,132,0,1,0,4
INC0000645,49300,13,1,0,0,0,1
INC0000648,47475,13,3,0,0,0,1
INC0000649,49066,13,906,0,1,0,4
INC0000650,49480,13,1,0,0,0,1
INC0000651,50025,13,61,0,1,0,3
INC0000653,49740,13,1,0,0,0,1
INC0000654,53568,14,354,0,0,0,1
INC0000655,30910,8,14,0,0,0,3
INC0000660,42870,11,2,0,0,0,1
INC0000661,60077,16,32,0,0,0,1
INC0000664,44380,12,0,0,0,0,1
INC0000665,47760,13,439,0,1,0,1
INC0000666,50100,13,5,0,0,0,1
INC0000668,53500,14,11,0,1,0,3
INC0000669,38586,10,900,0,0,0,3
INC0000670,47808,13,8,0,0,0,2
INC0000672,49716,13,528,0,1,1,1
INC0000673,44209,12,813,0,0,0,2
INC0000674,48909,13,22,0,0,0,1
INC0000675,54540,15,1,0,0,0,1
INC0000676,45600,12,908,0,0,0,1
INC0000677,48566,13,22,0,1,1,1
INC0000678,52140,14,3,0,0,0,4
INC0000679,55120,15,63,0,0,0,2
INC0000681,47310,13,4,1,1,1,1
INC0000682,45570,12,2,0,0,0,1
INC0000686,45810,12,2,0,0,0,1
INC0000687,35235,9,31,0,0,0,1
INC0000688,54580,15,1,0,0,0,1
INC0000692,54640,15,1,0,0,0,1
INC0000694,54680,15,1,0,0,0,1
INC0000695,54720,15,1,0,0,0,1
INC0000696,42636,11,361,0,0,0,3
INC0000697,54740,15,1,0,0,0,1
INC0000698,54780,15,1,0,0,0,1
INC0000699,54255,15,3,0,0,0,1
INC0000700,54840,15,1,0,0,0,1
INC0000702,54880,15,1,0,0,0,1
INC0000703,54920,15,1,0,0,0,1
INC0000704,51324,14,30,0,0,0,1
INC0000705,36313,10,44,0,0,0,4
INC0000706,46425,12,3,0,0,0,1
INC0000708,51250,14,10,0,0,0,1
INC0000709,46460,12,1,0,0,0,1
INC0000710,56636,15,909,0,1,0,1
INC0000712,51630,14,16,0,0,0,1
INC0000715,48649,13,931,0,1,0,3
INC0000717,48480,13,3,0,0,0,1
INC0000720,48530,13,439,0,1,0,1
INC0000722,48690,13,14,0,0,0,1
INC0000723,42540,11,930,0,1,1,3
INC0000727,51079,14,1032,0,1,0,4
INC0000728,45750,12,5,0,0,0,1
INC0000729,50976,14,929,0,0,0,1
INC0000730,49350,13,2,0,0,0,1
INC0000733,49011,13,25,0,1,1,4
INC0000734,42830,11,50,0,0,0,3
INC0000735,33492,9,357,0,0,0,3
INC0000738,52180,14,1,0,0,0,1
INC0000740,43308,12,1033,0,1,0,2
INC0000741,53393,14,102,0,1,0,1
INC0000742,51320,14,0,0,0,0,1
INC0000743,54015,15,3,0,0,0,1
INC0000745,54390,15,3,0,0,0,1
INC0000746,51975,14,4,0,0,0,1
INC0000747,58332,16,347,0,1,0,1
INC0000748,59160,16,1,0,0,0,0
INC0000749,55860,15,6,0,0,0,1
INC0000750,38830,10,14,0,0,0,2
INC0000751,56780,15,0,0,0,0,1
INC0000752,45780,12,1,0,0,0,1
INC0000753,52800,14,2,0,0,0,1
INC0000754,47227,13,784,0,1,1,3
INC0000757,53244,14,7,0,0,0,1
INC0000759,56280,15,53,0,0,0,1
INC0000760,56175,15,4,0,0,0,1
INC0000761,50880,14,773,0,0,0,2
INC0000763,55275,15,4,0,0,0,1
INC0000764,43564,12,1034,0,1,0,5
INC0000765,46843,13,1035,0,1,0,1
INC0000767,41058,11,517,0,0,0,4
INC0000768,57067,15,502,0,0,0,4
INC0000769,44143,12,25,0,0,0,2
INC0000771,50580,14,1036,0,2,1,1
INC0000772,51424,14,1037,0,1,0,0
INC0000773,51280,14,27,0,1,0,3
INC0000774,43669,12,980,0,0,0,3
INC0000775,57570,15,4,0,0,0,1
INC0000777,55480,15,1,0,0,0,1
INC0000778,57429,15,198,0,0,0,1
INC0000780,59724,16,6,0,0,0,1
INC0000782,48330,13,979,0,1,0,1
INC0000783,48297,13,955,0,1,1,4
INC0000784,57146,15,122,1,2,2,1
INC0000785,55420,15,977,0,1,0,2
INC0000786,44140,12,1,0,0,0,1
INC0000790,41610,11,38,0,1,1,1
INC0000791,50040,13,5,0,0,0,2
INC0000792,61935,17,12,0,0,0,1
INC0000794,51189,14,51,0,1,0,3
INC0000795,44550,12,4,0,0,0,1
INC0000797,51060,14,1,1,1,0,0
INC0000798,49155,13,3,0,0,0,1
INC0000801,55110,15,4,0,0,0,1
INC0000802,47880,13,26,0,0,0,1
INC0000804,45626,12,21,0,1,0,3
INC0000807,62871,17,21,0,0,0,4
INC0000809,57220,15,10,0,0,0,1
INC0000810,55100,15,63,0,1,0,3
INC0000811,48110,13,127,0,0,0,1
INC0000812,49774,13,21,0,0,0,2
INC0000814,47083,13,920,0,0,0,2
INC0000817,63720,17,46,0,0,0,4
INC0000818,49252,13,768,0,0,0,2
INC0000820,49539,13,921,0,2,0,2
INC0000821,61713,17,798,0,1,0,1
INC0000822,37930,10,99,0,0,0,2
INC0000823,58665,16,119,0,0,0,1
INC0000824,47637,13,923,0,1,0,0
INC0000825,53400,14,3,0,0,0,1
INC0000826,43007,11,220,0,0,0,3
INC0000827,64965,18,5,0,0,0,1
INC0000828,38743,10,924,0,0,0,2
INC0000829,45580,12,1,0,0,0,1
INC0000830,51195,14,925,0,1,0,0
INC0000831,50160,13,8,0,1,1,1
INC0000832,51154,14,32,0,1,0,2
INC0000833,43766,12,34,0,1,0,1
INC0000834,47302,13,152,0,0,0,3
INC0000835,50100,13,21,0,1,1,2
INC0000837,70050,19,3,0,0,0,2
INC0000838,35570,9,27,0,0,0,1
INC0000839,42564,11,23,0,0,0,2
INC0000840,56563,15,153,1,4,3,1
INC0000841,62300,17,1,0,0,0,1
INC0000842,42805,11,364,0,1,0,3
INC0000845,54240,15,15,0,0,0,3
INC0000846,26780,7,1,0,0,0,0
INC0000847,37236,10,497,0,0,0,2
INC0000849,60810,16,20,1,1,1,1
INC0000850,56300,15,13,0,0,0,2
INC0000852,57396,15,7,0,0,0,3
INC0000854,45980,12,246,0,0,0,1
INC0000856,41784,11,7,0,0,0,2
INC0000857,50474,14,926,0,3,3,1
INC0000859,46920,13,0,0,0,0,0
INC0000860,63024,17,6,0,0,0,1
INC0000863,53592,14,7,0,0,0,1
INC0000864,50880,14,52,0,0,0,1
INC0000867,47148,13,7,0,0,0,2
INC0000868,41062,11,927,0,0,0,2
INC0000872,49569,13,32,0,0,0,2
INC0000873,63288,17,6,0,0,0,3
INC0000875,49869,13,141,0,1,1,1
INC0000877,47700,13,772,0,0,0,1
INC0000879,44328,12,7,0,0,0,1
INC0000880,53670,14,11,0,1,0,0
INC0000885,65700,18,928,0,0,0,1
INC0000886,44135,12,978,0,1,0,4
INC0000887,55491,15,32,0,1,0,2
INC0000888,39189,10,989,0,1,0,2
INC0000890,67596,18,9,0,0,0,1
INC0000892,48728,13,411,0,1,0,1
INC0000894,44877,12,988,0,1,0,2
INC0000895,55092,15,159,0,1,0,0
INC0000896,45170,12,13,0,0,0,2
INC0000897,43500,12,987,0,1,0,3
INC0000899,45840,12,1452,0,1,0,1
INC0000900,43127,11,145,1,4,1,0
INC0000901,56974,15,34,0,0,0,2
INC0000903,50435,14,1453,0,1,0,3
INC0000905,55152,15,30,0,1,0,3
INC0000906,61092,16,23,0,0,0,4
INC0000907,61053,16,132,0,1,0,1
INC0000908,58320,16,6,0,0,0,4
INC0000910,47585,13,442,0,1,0,2
INC0000911,55462,15,95,0,1,0,2
INC0000912,50769,14,52,0,0,0,4
INC0000913,61015,16,185,0,1,0,1
INC0000914,50850,14,11,0,1,0,1
INC0000915,55496,15,777,0,1,0,1
INC0000916,42990,11,4,0,0,0,2
INC0000917,49095,13,49,0,0,0,1
INC0000918,59184,16,6,0,0,0,2
INC0000919,60120,16,3,0,0,0,1
INC0000920,57060,15,1446,0,1,0,2
INC0000921,76440,21,1,0,0,0,1
INC0000923,55360,15,1,0,0,0,0
INC0000924,55360,15,1,0,0,0,0
INC0000925,55460,15,1,0,0,0,0
INC0000926,49575,13,4,0,0,0,1
INC0000927,77712,21,7,0,0,0,1
INC0000928,55580,15,1,0,0,0,0
INC0000930,79545,22,3,0,0,0,1
INC0000937,61980,17,3,0,0,0,1
INC0000938,53217,14,1454,0,1,0,0
INC0000939,58332,16,7,0,0,0,2
INC0000941,41580,11,2,0,0,0,0
INC0000945,71300,19,1,0,0,0,0
INC0000946,71580,19,3,0,0,0,2
INC0000947,2380,0,1,0,0,0,2
INC0000948,26726,7,21,0,0,0,3
INC0000952,15820,4,1,0,0,0,2
INC0000953,39312,10,8,0,0,0,2
INC0000954,31620,8,1,0,0,0,2
INC0000956,26362,7,29,0,0,0,2
INC0000959,27887,7,128,0,0,0,2
INC0000961,40770,11,3,0,1,0,2
INC0000962,41544,11,7,0,0,0,2
INC0000967,23600,6,1,0,0,0,2
INC0000969,40732,11,1456,0,1,0,4
INC0000973,48132,13,19,0,0,0,2
INC0000974,46025,12,350,0,1,0,1
INC0000975,43551,12,15,0,0,0,2
INC0000977,45531,12,1457,0,1,1,4
INC0000978,41914,11,122,0,0,0,2
INC0000979,43560,12,654,0,1,0,3
INC0000980,46800,13,505,0,1,0,1
INC0000981,49179,13,1458,0,1,0,2
INC0000982,47616,13,170,0,1,0,2
INC0000983,47920,13,1,0,0,0,2
INC0000984,49320,13,1,0,0,0,2
INC0000985,36930,10,13,0,0,0,2
INC0000987,36262,10,64,0,0,0,3
INC0000988,50091,13,1459,0,4,3,2
INC0000989,46104,12,6,0,0,0,2
INC0000990,42317,11,1460,0,1,0,4
INC0000991,32438,9,1461,0,0,0,2
INC0000992,48000,13,236,0,0,0,4
INC0000993,47265,13,4,1,1,1,1
INC0000994,47767,13,362,0,1,0,2
INC0000995,43480,12,192,0,1,0,2
INC0000996,42516,11,1462,0,1,0,1
INC0000997,31035,8,3,0,0,0,2
INC0000998,36210,10,17,0,0,0,2
INC0000999,55347,15,1455,1,4,1,0
INC0001001,43932,12,1444,0,1,0,2
INC0001002,46125,12,20,1,1,1,2
INC0001003,55620,15,14,0,1,0,1
INC0001004,29606,8,21,0,0,0,3
INC0001005,27576,7,19,0,0,0,2
INC0001006,57850,16,1435,4,10,5,3
INC0001007,43700,12,1,0,0,0,2
INC0001008,31620,8,1,0,0,0,2
INC0001009,49566,13,646,0,0,0,4
INC0001010,39340,10,1443,0,0,0,2
INC0001011,48500,13,1,0,0,0,2
INC0001012,39220,10,1,0,0,0,2
INC0001014,48112,13,1427,0,2,1,2
INC0001015,41436,11,7,0,1,0,2
INC0001016,41100,11,14,0,0,0,3
INC0001017,46642,12,1428,0,0,0,2
INC0001018,55217,15,62,0,0,0,2
INC0001020,33255,9,12,0,0,0,2
INC0001021,43089,11,257,1,2,1,2
INC0001022,39288,10,8,0,0,0,2
INC0001023,44477,12,75,0,0,0,2
INC0001025,35487,9,57,0,0,0,3
INC0001026,50580,14,71,0,0,0,4
INC0001028,46273,12,1451,0,1,0,2
INC0001029,39574,10,561,0,0,0,2
INC0001030,40581,11,452,0,1,0,0
INC0001031,47844,13,23,0,0,0,2
INC0001033,41172,11,7,0,0,0,2
INC0001034,50923,14,535,0,1,0,3
INC0001036,34500,9,0,0,0,0,2
INC0001037,34080,9,1,0,0,0,2
INC0001038,34185,9,5,0,0,0,2
INC0001040,45684,12,33,0,0,0,2
INC0001041,47315,13,1450,0,1,1,3
INC0001042,33732,9,42,2,3,3,2
INC0001043,46174,12,51,0,0,0,2
INC0001044,53012,14,1449,0,1,0,3
INC0001045,34815,9,5,0,0,0,2
INC0001046,53320,14,18,0,1,1,1
INC0001047,37125,10,1448,0,0,0,2
INC0001049,35475,9,20,0,0,0,2
INC0001051,52224,14,8,0,1,0,3
INC0001053,46500,12,197,0,0,0,2
INC0001054,35325,9,3,0,0,0,2
INC0001055,54576,15,6,0,1,0,2
INC0001057,33030,9,3,0,0,0,2
INC0001058,40582,11,1390,0,0,0,1
INC0001061,36158,10,442,1,4,2,3
INC0001062,45900,12,139,0,1,0,1
INC0001063,51030,14,10,0,1,0,4
INC0001064,41772,11,6,0,0,0,2
INC0001065,47865,13,20,0,0,0,2
INC0001066,37344,10,688,0,0,0,4
INC0001067,60015,16,5,5,7,8,0
INC0001068,49000,13,1391,0,1,0,2
INC0001069,38630,10,112,2,4,3,2
INC0001074,41325,11,20,0,1,0,2
INC0001075,39349,10,695,0,1,0,2
INC0001077,49068,13,513,0,1,0,2
INC0001078,45225,12,136,0,1,0,2
INC0001079,48228,13,7,0,1,0,4
INC0001080,38085,10,3,0,0,0,2
INC0001082,57043,15,79,0,0,0,3
INC0001083,20460,5,7,0,0,0,2
INC0001084,36216,10,7,0,0,0,3
INC0001085,45828,12,9,0,0,0,2
INC0001088,55785,15,3,0,0,0,2
INC0001089,49710,13,5,1,2,1,2
INC0001091,55530,15,5,0,1,1,0
INC0001092,45132,12,168,2,3,3,1
INC0001093,40620,11,520,0,0,0,2
INC0001094,50295,13,3,0,1,0,2
INC0001095,44250,12,143,0,1,0,2
INC0001097,38010,10,2,0,0,0,0
INC0001098,41700,11,15,0,1,0,3
INC0001100,45885,12,5,0,0,0,2
INC0001101,49050,13,20,0,1,0,2
INC0001102,35803,9,1392,0,1,0,3
INC0001104,48424,13,1393,0,1,0,3
INC0001105,44961,12,576,0,1,1,4
INC0001106,49695,13,20,0,1,0,2
INC0001107,49665,13,16,0,0,0,3
INC0001108,50902,14,542,0,1,0,4
INC0001109,45435,12,3,0,0,0,2
INC0001110,62715,17,4,0,0,0,2
INC0001111,49713,13,1394,0,0,0,2
INC0001112,46668,12,1395,1,1,1,2
INC0001113,38925,10,3,3,4,2,0
INC0001114,38580,10,2,0,0,0,0
INC0001115,46483,12,279,0,1,0,2
INC0001116,56220,15,4,0,1,0,3
INC0001117,38280,10,0,3,3,3,2
INC0001118,52740,14,0,4,4,4,2
INC0001119,38850,10,2,0,0,0,0
INC0001120,38820,10,4,0,0,0,2
INC0001121,55720,15,0,2,2,2,0
INC0001122,32625,9,85,1,4,1,1
