CaseID,trace_act_id,TimeSincePreviousEvent-case_avg_id,Weekday-case_avg,SameDayTime-case_avg_id,Duration_id
555,53,6,2,22,5
556,35,0,3,17,0
560,53,9,3,18,7
561,53,0,4,13,0
562,53,2,1,13,2
563,53,0,2,19,0
564,53,3,3,18,2
565,84,0,0,18,0
567,53,0,4,20,0
568,53,0,1,18,0
569,15,2,3,18,2
570,53,0,1,22,0
571,90,10,1,18,15
572,119,0,4,18,1
573,84,0,0,16,0
574,145,0,2,18,0
576,54,0,4,2,0
577,73,5,4,18,6
578,35,2,0,15,1
579,53,0,1,22,0
580,53,1,1,17,1
581,84,2,0,17,2
582,66,4,2,11,9
583,53,0,1,20,0
584,99,2,3,21,5
585,53,0,3,20,0
586,53,4,1,22,3
587,90,7,3,19,10
588,53,7,1,12,6
589,53,1,0,18,1
590,53,0,3,7,0
591,134,2,2,20,2
592,145,5,0,9,2
596,53,1,0,6,1
597,53,7,4,19,6
598,15,0,3,22,0
599,134,1,0,17,1
600,53,3,2,18,2
601,53,8,0,20,7
602,84,9,2,18,10
604,35,0,0,18,0
605,53,0,0,21,0
607,90,0,1,19,1
608,90,4,0,11,6
609,15,10,5,4,11
610,53,2,3,17,2
611,53,0,4,18,0
612,134,0,2,18,0
613,53,1,0,18,0
614,53,2,2,18,2
615,53,5,3,15,4
616,53,9,2,21,7
617,53,0,1,20,0
618,53,0,1,1,0
619,53,9,3,21,7
620,90,4,1,15,5
621,53,1,3,16,1
622,43,12,3,16,14
623,85,4,4,20,6
625,53,1,0,20,1
627,53,0,1,16,0
628,90,5,2,19,8
629,35,0,2,20,0
632,53,3,3,21,3
633,53,1,1,18,0
634,53,0,3,17,0
635,15,0,2,18,0
636,107,6,2,11,10
637,53,5,3,18,4
640,53,10,4,22,8
641,145,6,0,18,3
642,15,0,2,21,0
643,53,0,3,19,0
644,145,4,1,12,2
646,90,4,0,20,5
647,53,0,0,21,0
648,53,18,2,13,15
649,53,0,1,15,0
650,53,0,3,17,0
651,117,4,2,19,4
652,53,2,1,21,2
653,12,0,0,20,0
654,53,0,3,20,0
655,53,2,2,18,2
657,53,0,3,22,0
658,53,5,0,18,4
659,53,0,3,17,0
660,90,9,0,11,13
661,134,0,4,17,0
662,53,3,2,22,2
663,53,0,2,16,0
665,15,5,4,20,5
666,23,1,1,17,2
667,53,5,3,6,4
668,53,0,4,11,0
669,53,0,2,17,0
670,53,0,2,17,0
671,15,2,0,20,2
672,26,5,3,19,9
673,53,3,0,13,2
674,90,5,1,8,7
675,90,1,0,17,1
677,117,5,3,21,5
678,90,9,1,16,12
680,53,0,2,14,0
681,53,8,2,7,7
682,53,0,1,19,0
683,53,0,2,19,0
684,53,3,1,17,2
686,53,0,4,19,0
687,53,0,0,18,0
688,15,0,3,18,0
689,53,2,0,16,1
690,15,0,1,17,0
692,53,0,2,15,0
693,53,0,2,20,0
694,53,2,0,18,1
695,90,5,1,20,7
697,53,0,4,18,0
698,54,0,2,20,0
699,107,2,1,7,3
700,36,0,0,17,0
702,53,0,4,14,0
703,90,1,0,18,2
704,53,10,0,19,8
705,35,0,4,23,0
706,53,0,3,18,0
707,53,6,0,15,5
709,16,2,1,11,3
710,53,0,1,22,0
711,53,1,3,18,1
712,84,0,0,20,0
713,134,5,0,15,6
714,53,0,3,19,0
715,90,8,2,19,11
716,54,0,3,16,0
717,53,0,3,18,0
718,53,3,1,19,2
719,53,2,1,21,2
720,53,0,0,22,0
721,53,2,1,21,2
722,53,0,0,18,0
723,53,0,1,20,0
724,53,2,3,18,2
725,4,0,3,8,1
726,53,0,2,21,0
727,66,4,2,20,9
729,53,6,4,13,5
730,90,8,3,23,12
731,73,0,2,17,0
733,53,3,2,22,2
734,53,11,1,17,9
735,53,0,2,19,0
736,53,2,1,8,2
737,53,0,2,14,0
738,15,2,3,19,2
739,53,0,2,18,0
740,53,0,3,16,0
741,53,2,3,19,1
742,35,0,2,10,0
743,54,0,4,15,0
744,84,7,3,20,8
745,53,0,2,13,0
746,53,5,1,13,4
748,90,5,1,21,7
749,85,3,3,20,4
750,15,5,4,16,6
751,128,1,1,20,1
752,53,6,3,21,5
753,53,0,2,21,0
754,90,7,2,16,10
755,53,1,0,21,1
756,53,0,1,19,0
758,84,5,0,15,5
759,15,1,0,16,1
760,53,4,0,21,3
761,53,7,0,19,6
762,53,2,4,13,2
763,53,2,0,18,1
764,53,0,3,21,0
765,53,8,4,14,6
766,53,5,1,7,4
767,53,2,0,20,1
768,80,1,3,19,2
769,53,9,1,19,7
770,84,4,1,13,4
771,134,0,5,4,0
772,53,0,4,16,0
773,53,8,1,20,6
774,15,0,3,16,0
776,53,0,2,18,0
777,12,0,5,6,0
778,53,7,0,13,6
779,90,1,4,11,1
781,61,9,3,20,15
783,53,2,0,17,2
784,54,1,3,19,1
785,53,0,2,20,0
786,22,4,3,12,6
787,53,0,4,17,0
788,84,0,4,20,1
789,53,0,1,18,0
790,84,1,0,20,2
791,53,12,4,19,10
792,53,8,0,22,6
793,53,0,1,18,0
794,53,2,2,12,2
795,54,0,0,17,0
796,84,4,4,19,4
797,53,2,1,21,2
798,10,5,4,19,12
799,84,10,2,18,11
800,53,13,0,19,11
801,53,0,3,19,0
802,53,0,0,18,0
803,15,0,4,1,0
804,1,9,3,7,15
806,84,6,0,15,7
808,134,0,2,23,0
810,53,0,3,20,0
811,36,0,4,21,0
812,53,0,2,20,0
813,53,0,2,23,0
814,53,10,0,20,9
815,53,0,2,22,0
816,84,12,4,13,13
817,97,3,1,18,6
818,53,0,1,16,0
819,53,1,4,18,1
820,53,7,4,21,6
822,53,0,3,21,0
823,84,5,1,20,5
827,84,1,2,20,1
828,60,4,4,20,6
829,53,0,1,22,0
830,15,0,1,8,0
832,53,0,3,1,0
833,134,0,2,15,0
834,15,0,4,17,1
835,15,5,1,9,5
836,42,6,3,16,10
837,53,0,2,18,0
838,53,16,1,16,13
840,53,5,2,19,4
842,53,0,0,17,0
843,53,2,1,18,2
844,53,0,2,20,0
846,134,2,0,20,2
847,53,0,2,19,0
848,53,5,3,22,4
850,145,3,1,20,2
851,53,2,4,19,2
852,53,0,1,22,0
853,53,0,0,17,0
854,53,0,1,23,0
855,53,7,0,18,6
857,84,2,0,19,2
858,53,0,2,15,0
859,53,1,0,19,1
860,53,5,2,18,4
861,22,5,5,2,7
862,53,9,1,16,7
863,53,1,0,18,1
864,90,7,2,17,10
865,53,0,3,23,0
866,53,3,2,8,3
867,15,0,1,17,0
869,53,2,2,13,1
870,53,12,2,19,10
871,53,0,0,12,0
872,53,2,3,8,1
873,53,0,0,22,0
874,4,5,0,22,7
876,84,6,0,18,7
877,84,2,4,18,2
878,53,9,1,13,7
879,53,1,5,8,1
880,53,2,2,18,2
882,53,0,4,13,0
883,98,4,0,19,8
884,53,0,4,21,0
885,35,0,4,0,0
886,53,0,0,19,0
887,105,3,1,19,5
888,53,2,2,20,1
889,15,0,0,17,0
890,110,2,1,21,6
891,53,0,1,15,0
892,53,1,1,22,1
893,35,0,0,18,0
895,56,2,4,16,4
896,53,12,1,12,10
897,53,0,4,22,0
898,84,2,3,11,2
899,44,7,1,10,14
900,90,6,4,12,8
901,36,1,3,20,0
902,53,0,2,22,0
903,134,1,0,14,1
904,53,2,2,19,2
905,15,0,1,22,0
907,90,9,4,20,13
908,53,3,2,15,2
909,53,0,0,18,0
910,53,1,1,18,1
912,15,1,2,16,1
913,53,0,3,15,0
914,53,0,1,22,0
915,53,2,1,18,2
916,53,0,1,17,0
917,53,4,4,18,3
918,53,4,0,19,3
919,90,7,1,18,10
920,53,6,1,23,5
921,53,13,0,19,11
922,107,6,3,18,10
923,36,0,4,22,0
924,90,1,0,19,1
925,53,1,4,5,1
926,53,0,4,17,0
927,53,0,0,15,0
928,53,9,1,14,7
929,26,1,1,20,2
931,53,0,2,8,0
932,35,0,3,20,0
933,15,6,5,11,6
934,54,0,1,20,0
935,53,14,2,12,11
936,90,0,0,20,0
937,50,4,2,16,5
938,84,3,3,15,4
940,53,0,2,20,0
941,84,9,0,16,10
942,53,0,2,21,0
943,53,0,4,23,0
944,79,1,1,19,3
945,15,0,1,20,0
946,53,1,4,21,1
947,8,3,4,21,6
948,120,0,3,14,0
950,53,1,4,16,1
952,84,8,1,16,9
953,53,0,3,20,0
954,53,0,4,15,0
955,53,0,1,21,0
956,53,6,1,6,5
957,53,0,2,23,0
958,90,4,1,16,6
960,53,6,1,19,5
962,53,8,0,21,6
965,90,1,4,17,2
966,90,4,0,20,6
967,53,1,0,19,1
968,53,0,0,20,0
969,15,0,1,20,0
970,53,0,3,22,0
971,134,2,2,12,2
972,53,2,0,20,1
973,19,7,0,20,16
974,15,7,1,5,8
975,54,0,0,11,0
976,53,0,3,13,0
977,90,7,4,22,9
978,15,0,2,21,0
981,54,0,1,17,0
982,53,0,4,20,0
983,35,0,3,20,0
985,53,0,2,17,0
987,60,0,2,19,1
990,53,0,0,16,0
991,90,6,1,17,8
992,53,9,3,17,7
993,90,4,0,18,5
994,53,4,1,8,3
995,90,9,2,16,13
996,53,9,0,19,7
997,53,4,0,15,3
1000,15,1,3,19,1
1002,53,0,4,16,0
1003,53,11,3,19,10
1004,53,2,0,16,2
1005,53,9,2,19,7
1006,53,0,4,20,0
1008,53,3,1,18,3
1009,84,1,4,20,1
1011,134,0,1,23,0
1012,53,1,4,23,1
1013,35,7,1,1,4
1014,90,4,3,11,5
1015,53,2,2,14,1
1016,53,0,2,18,0
1017,85,6,0,17,8
1018,53,2,3,17,1
1020,84,6,0,18,7
1021,53,0,1,19,0
1022,15,2,4,11,2
1024,15,1,4,17,1
1025,90,8,4,21,11
1028,53,7,4,19,6
1029,53,0,2,20,0
1030,14,4,3,19,6
1031,90,7,3,17,10
1032,84,10,1,21,12
1033,84,10,3,14,11
1034,53,0,1,18,0
1035,26,0,1,7,0
1036,90,0,1,22,1
1037,53,0,0,18,0
1038,53,0,2,22,0
1039,53,0,3,19,0
1040,53,0,0,11,0
1041,53,2,2,18,2
1042,53,0,2,18,0
1044,66,0,1,13,1
1045,53,1,0,20,1
1046,53,0,0,17,0
1047,23,0,4,18,0
1048,90,4,0,19,6
1049,54,1,2,12,1
1050,94,3,2,17,9
1051,53,9,0,20,7
1052,53,0,4,8,0
1053,23,5,1,22,7
1055,53,0,1,8,0
1056,53,0,2,21,0
1058,84,6,3,21,7
1059,53,0,0,18,0
1060,53,7,0,21,6
1061,23,9,1,17,13
1062,150,11,3,8,9
1063,53,0,2,23,0
1064,53,3,1,18,2
1065,35,1,0,21,1
1066,53,0,4,18,0
1067,53,0,1,20,0
1068,53,2,0,19,2
1069,53,0,1,22,0
1071,53,2,2,17,1
1072,15,0,2,21,1
1073,53,1,0,18,1
1074,84,6,3,16,7
1075,53,12,1,16,10
1076,84,6,1,20,7
1077,15,2,3,18,2
1078,54,0,2,21,0
1080,139,4,2,20,7
1081,84,2,3,9,2
1082,53,12,0,18,10
1083,15,0,2,1,0
1084,53,15,2,18,12
1085,70,0,1,16,1
1086,53,2,1,16,2
1089,90,5,3,21,7
1090,54,0,2,21,0
1091,150,4,1,20,3
1092,35,0,3,21,0
1093,35,0,5,1,0
1094,53,2,2,19,1
1095,12,0,2,23,0
1097,45,6,3,20,10
1098,15,4,3,11,4
1099,53,2,0,20,1
1100,90,3,4,21,5
1101,53,3,3,19,2
1102,54,2,1,20,2
1103,53,0,3,17,0
1105,5,0,1,18,0
1106,53,0,2,17,0
1107,53,0,4,19,0
1108,53,0,1,18,0
1112,105,9,1,20,13
1114,96,3,2,19,10
1115,53,0,1,13,0
1116,53,12,1,23,10
1117,53,2,2,19,2
1118,15,3,3,20,3
1119,53,2,3,18,1
1120,53,0,3,18,0
1121,53,5,2,19,4
1122,53,0,1,16,0
1123,53,0,1,19,0
1125,53,0,3,22,0
1126,36,1,4,19,0
1127,53,0,2,20,0
1128,53,2,2,19,1
1130,53,0,2,1,0
1131,53,0,2,17,0
1132,53,3,2,14,2
1133,53,0,2,20,0
1134,53,0,1,17,0
1135,50,11,4,17,12
1136,35,1,1,15,1
1137,53,0,0,21,0
1138,53,3,1,7,2
1139,53,0,2,1,0
1140,90,5,2,16,7
1141,104,4,0,18,14
1143,53,0,0,19,0
1146,53,0,0,18,0
1147,53,1,4,18,1
1148,53,0,1,20,0
1149,53,0,1,16,0
1150,53,0,0,21,0
1151,53,15,2,0,12
1152,53,0,2,16,0
1153,84,6,2,5,7
1154,118,0,0,15,0
1155,90,3,3,20,5
1157,53,5,2,21,4
1158,26,6,3,18,10
1160,53,0,3,18,0
1161,53,0,4,17,0
1162,53,2,0,21,1
1163,35,0,1,15,0
1165,53,0,2,15,0
1166,53,0,1,17,0
1167,90,7,0,14,10
1168,118,8,1,11,11
1169,35,0,0,22,0
1170,53,0,0,13,0
1171,53,0,1,19,0
1172,84,4,0,18,4
1173,89,3,1,19,8
1174,53,0,2,19,0
1175,60,1,0,16,1
1177,53,0,0,21,0
1178,53,0,1,16,0
1180,90,10,0,11,14
1181,53,0,0,19,0
1182,53,5,4,18,4
1183,90,0,3,20,0
1184,53,2,3,7,2
1185,53,0,4,15,0
1186,53,6,4,16,5
1187,53,0,1,18,0
1188,53,2,3,13,2
1189,90,10,4,17,14
1190,54,0,0,20,0
1191,90,4,1,4,6
1192,145,1,1,16,0
1194,15,0,2,19,0
1195,53,5,1,20,4
1196,53,5,1,7,4
1197,23,0,1,15,0
1198,36,0,3,0,0
1199,53,0,2,12,0
1200,53,2,1,12,1
1201,53,0,1,17,0
1202,15,0,3,18,1
1203,53,10,0,19,8
1204,92,6,3,18,12
1205,53,0,0,17,0
1206,53,0,3,16,0
1207,84,6,2,19,7
1208,53,0,4,12,0
1209,53,0,1,18,0
1211,15,3,4,20,3
1212,53,0,3,20,0
1213,53,7,1,19,6
1214,73,0,1,18,0
1215,53,0,1,20,0
1216,53,2,0,18,2
1217,53,8,2,19,6
1218,90,7,2,15,10
1219,53,3,3,7,2
1220,53,0,3,21,0
1222,53,3,1,19,3
1223,60,3,1,17,4
1224,53,0,3,20,0
1225,35,5,2,17,2
1226,36,0,4,19,0
1227,99,7,3,10,14
1228,53,0,1,23,0
1229,53,2,2,21,2
1230,53,18,0,23,15
1231,53,0,1,20,0
1232,53,0,2,22,0
1233,53,0,1,18,0
1234,84,2,4,18,2
1236,84,12,4,10,14
1237,53,0,2,16,0
1240,53,2,2,19,2
1241,53,2,1,19,1
1242,53,13,4,21,11
1243,53,5,3,21,4
1244,53,2,0,21,2
1245,93,3,1,19,11
1247,90,1,0,18,1
1248,105,5,3,13,7
1251,84,2,2,22,2
1252,54,1,1,19,1
1253,53,9,4,17,8
1255,84,2,0,19,3
1256,84,1,0,18,1
1257,53,0,1,22,0
1258,53,1,4,16,1
1259,36,0,3,23,0
1260,53,1,0,21,1
1262,53,3,0,15,2
1263,53,0,1,18,0
1264,90,3,2,17,5
1265,15,0,4,12,0
1266,53,0,3,20,0
1267,53,1,0,21,1
1268,35,0,2,19,0
1270,90,0,2,17,0
1271,35,0,1,17,0
1273,53,3,3,23,2
1274,53,0,3,16,0
1276,15,1,1,14,2
1277,53,3,2,19,3
1278,53,0,2,19,0
1279,15,1,1,18,1
1280,53,2,3,18,2
1281,54,0,3,15,0
1282,130,5,3,18,9
1283,53,3,1,18,2
1284,134,0,3,21,0
1285,53,0,0,19,0
1286,53,0,0,13,0
1287,53,1,0,22,1
1288,148,1,3,18,2
1289,53,0,4,23,0
1290,53,0,3,21,0
1291,53,0,3,1,0
1293,53,0,1,14,0
1294,53,2,1,20,1
1295,53,0,3,20,0
1296,53,1,1,13,1
1297,73,13,3,16,15
1298,53,0,4,6,0
1300,53,4,3,20,3
1302,92,3,1,18,7
1306,53,0,3,19,0
1307,90,11,0,20,16
1308,53,0,1,15,0
1310,90,6,2,17,9
1311,53,0,1,17,0
1312,53,0,0,15,0
1313,53,6,0,17,5
1316,53,0,2,15,0
1317,35,0,2,15,0
1320,53,2,2,20,1
1321,84,7,2,17,8
1322,90,4,4,11,6
1324,60,3,2,19,4
1325,35,0,2,21,0
1326,53,1,0,19,1
1327,115,15,1,21,13
1328,90,0,2,7,0
1329,53,0,4,21,0
1330,36,1,0,18,1
1331,53,2,4,18,1
1332,53,7,1,12,6
1333,90,2,2,18,2
1334,23,1,2,18,1
1335,53,0,3,13,0
1336,54,0,1,20,0
1337,53,10,1,21,8
1338,35,11,0,19,6
1339,29,2,0,21,5
1340,53,0,1,21,0
1341,53,0,2,20,0
1342,36,2,2,18,1
1343,84,0,3,21,0
1344,53,0,1,19,0
1345,88,7,2,19,12
1346,84,6,1,9,7
1347,53,0,0,18,0
1348,53,0,3,11,0
1349,84,7,1,20,8
1350,84,5,2,13,5
1351,134,6,3,18,7
1352,53,0,3,15,0
1353,107,5,0,18,8
1354,84,6,4,21,7
1355,53,0,3,15,0
1356,53,0,2,17,0
1357,53,0,0,22,0
1360,53,0,4,20,0
1361,53,0,2,21,0
1362,53,0,2,21,0
1363,53,3,1,19,2
1365,142,0,0,17,0
1367,53,3,1,20,2
1368,35,1,2,21,0
1369,129,3,2,21,5
1370,53,4,3,22,3
1372,53,1,1,12,1
1373,15,1,2,21,1
1374,84,7,1,20,7
